E_step,E_exx,E_eyy,E_exy,E_rix,E_riy,E_rjx,E_rjy,E_rr_absx,E_rr_absy,E_rr_abs,E_rr_minx,E_rr_miny,E_rr_min,E_rr_fixx,E_rr_fixy,E_rr_fix,E_v1x,E_v1y,E_v2x,E_v2y,E_Lx,E_Ly,E_Dxy,
 83.0000, 0.0000 , 0.0000 , 0.8300 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.7000 , 2.5000 , 3.0232 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.7000, 10.0000, 10.0000, 10.0000, -1.7000,
 84.0000, 0.0000 , 0.0000 , 0.8400 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.6000 , 2.5000 , 2.9682 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.6000, 10.0000, 10.0000, 10.0000, -1.6000,
 85.0000, 0.0000 , 0.0000 , 0.8500 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.5000 , 2.5000 , 2.9155 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.5000, 10.0000, 10.0000, 10.0000, -1.5000,
 86.0000, 0.0000 , 0.0000 , 0.8600 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.4000 , 2.5000 , 2.8653 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.4000, 10.0000, 10.0000, 10.0000, -1.4000,
 87.0000, 0.0000 , 0.0000 , 0.8700 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.3000 , 2.5000 , 2.8178 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.3000, 10.0000, 10.0000, 10.0000, -1.3000,
 88.0000, 0.0000 , 0.0000 , 0.8800 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.2000 , 2.5000 , 2.7731 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.2000, 10.0000, 10.0000, 10.0000, -1.2000,
 89.0000, 0.0000 , 0.0000 , 0.8900 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.1000 , 2.5000 , 2.7313 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.1000, 10.0000, 10.0000, 10.0000, -1.1000,
 90.0000, 0.0000 , 0.0000 , 0.9000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 1.0000 , 2.5000 , 2.6926 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -1.0000, 10.0000, 10.0000, 10.0000, -1.0000,
 91.0000, 0.0000 , 0.0000 , 0.9100 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.9000 , 2.5000 , 2.6571 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.9000, 10.0000, 10.0000, 10.0000, -0.9000,
 92.0000, 0.0000 , 0.0000 , 0.9200 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.8000 , 2.5000 , 2.6249 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.8000, 10.0000, 10.0000, 10.0000, -0.8000,
 93.0000, 0.0000 , 0.0000 , 0.9300 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.7000 , 2.5000 , 2.5962 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.7000, 10.0000, 10.0000, 10.0000, -0.7000,
 94.0000, 0.0000 , 0.0000 , 0.9400 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.6000 , 2.5000 , 2.5710 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.6000, 10.0000, 10.0000, 10.0000, -0.6000,
 95.0000, 0.0000 , 0.0000 , 0.9500 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.5000 , 2.5000 , 2.5495 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.5000, 10.0000, 10.0000, 10.0000, -0.5000,
 96.0000, 0.0000 , 0.0000 , 0.9600 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.4000 , 2.5000 , 2.5318 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.4000, 10.0000, 10.0000, 10.0000, -0.4000,
 97.0000, 0.0000 , 0.0000 , 0.9700 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.3000 , 2.5000 , 2.5179 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.3000, 10.0000, 10.0000, 10.0000, -0.3000,
 98.0000, 0.0000 , 0.0000 , 0.9800 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.2000 , 2.5000 , 2.5080 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.2000, 10.0000, 10.0000, 10.0000, -0.2000,
 99.0000, 0.0000 , 0.0000 , 0.9900 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.1000 , 2.5000 , 2.5020 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , -0.1000, 10.0000, 10.0000, 10.0000, -0.1000,
 100.0000, 0.0000 , 0.0000 , 1.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , 2.5000 , 2.5000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
