A_step,A_exx,A_eyy,A_exy,A_rix,A_riy,A_rjx,A_rjy,A_rr_absx,A_rr_absy,A_rr_abs,A_rr_minx,A_rr_miny,A_rr_min,A_rr_fixx,A_rr_fixy,A_rr_fix,A_v1x,A_v1y,A_v2x,A_v2y,A_Lx,A_Ly,A_Dxy,
 74.0000, 0.0000 , 0.7400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.7500, 0.0000 , 21.7500, 21.7500, 0.0000 , 1.7500 , 1.7500 , 0.0000 , 11.7500, 11.7500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 75.0000, 0.0000 , 0.7500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.8750, 0.0000 , 21.8750, 21.8750, 0.0000 , 1.8750 , 1.8750 , 0.0000 , 11.8750, 11.8750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 76.0000, 0.0000 , 0.7600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.0000, 0.0000 , 22.0000, 22.0000, 0.0000 , 2.0000 , 2.0000 , 0.0000 , 12.0000, 12.0000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 77.0000, 0.0000 , 0.7700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.1250, 0.0000 , 22.1250, 22.1250, 0.0000 , 2.1250 , 2.1250 , 0.0000 , 12.1250, 12.1250, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 78.0000, 0.0000 , 0.7800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.2500, 0.0000 , 22.2500, 22.2500, 0.0000 , 2.2500 , 2.2500 , 0.0000 , 12.2500, 12.2500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 79.0000, 0.0000 , 0.7900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.3750, 0.0000 , 22.3750, 22.3750, 0.0000 , 2.3750 , 2.3750 , 0.0000 , 12.3750, 12.3750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 80.0000, 0.0000 , 0.8000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.5000, 0.0000 , 22.5000, 22.5000, 0.0000 , 2.5000 , 2.5000 , 0.0000 , 12.5000, 12.5000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 81.0000, 0.0000 , 0.8100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.6250, 0.0000 , 22.6250, 22.6250, 0.0000 , 2.6250 , 2.6250 , 0.0000 , 12.6250, 12.6250, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 82.0000, 0.0000 , 0.8200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.7500, 0.0000 , 22.7500, 22.7500, 0.0000 , 2.7500 , 2.7500 , 0.0000 , 12.7500, 12.7500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 83.0000, 0.0000 , 0.8300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.8750, 0.0000 , 22.8750, 22.8750, 0.0000 , 2.8750 , 2.8750 , 0.0000 , 12.8750, 12.8750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 84.0000, 0.0000 , 0.8400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.0000, 0.0000 , 23.0000, 23.0000, 0.0000 , 3.0000 , 3.0000 , 0.0000 , 13.0000, 13.0000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 85.0000, 0.0000 , 0.8500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.1250, 0.0000 , 23.1250, 23.1250, 0.0000 , 3.1250 , 3.1250 , 0.0000 , 13.1250, 13.1250, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 86.0000, 0.0000 , 0.8600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.2500, 0.0000 , 23.2500, 23.2500, 0.0000 , 3.2500 , 3.2500 , 0.0000 , 13.2500, 13.2500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 87.0000, 0.0000 , 0.8700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.3750, 0.0000 , 23.3750, 23.3750, 0.0000 , 3.3750 , 3.3750 , 0.0000 , 13.3750, 13.3750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 88.0000, 0.0000 , 0.8800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.5000, 0.0000 , 23.5000, 23.5000, 0.0000 , 3.5000 , 3.5000 , 0.0000 , 13.5000, 13.5000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 89.0000, 0.0000 , 0.8900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.6250, 0.0000 , 23.6250, 23.6250, 0.0000 , 3.6250 , 3.6250 , 0.0000 , 13.6250, 13.6250, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 90.0000, 0.0000 , 0.9000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.7500, 0.0000 , 23.7500, 23.7500, 0.0000 , 3.7500 , 3.7500 , 0.0000 , 13.7500, 13.7500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 91.0000, 0.0000 , 0.9100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.8750, 0.0000 , 23.8750, 23.8750, 0.0000 , 3.8750 , 3.8750 , 0.0000 , 13.8750, 13.8750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 92.0000, 0.0000 , 0.9200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.0000, 0.0000 , 24.0000, 24.0000, 0.0000 , 4.0000 , 4.0000 , 0.0000 , 14.0000, 14.0000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 93.0000, 0.0000 , 0.9300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.1250, 0.0000 , 24.1250, 24.1250, 0.0000 , 4.1250 , 4.1250 , 0.0000 , 14.1250, 14.1250, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 94.0000, 0.0000 , 0.9400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.2500, 0.0000 , 24.2500, 24.2500, 0.0000 , 4.2500 , 4.2500 , 0.0000 , 14.2500, 14.2500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 95.0000, 0.0000 , 0.9500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.3750, 0.0000 , 24.3750, 24.3750, 0.0000 , 4.3750 , 4.3750 , 0.0000 , 14.3750, 14.3750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 96.0000, 0.0000 , 0.9600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.5000, 0.0000 , 24.5000, 24.5000, 0.0000 , 4.5000 , 4.5000 , 0.0000 , 14.5000, 14.5000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 97.0000, 0.0000 , 0.9700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.6250, 0.0000 , 24.6250, 24.6250, 0.0000 , 4.6250 , 4.6250 , 0.0000 , 14.6250, 14.6250, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 98.0000, 0.0000 , 0.9800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.7500, 0.0000 , 24.7500, 24.7500, 0.0000 , 4.7500 , 4.7500 , 0.0000 , 14.7500, 14.7500, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 99.0000, 0.0000 , 0.9900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.8750, 0.0000 , 24.8750, 24.8750, 0.0000 , 4.8750 , 4.8750 , 0.0000 , 14.8750, 14.8750, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
 100.0000, 0.0000 , 1.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 25.0000, 0.0000 , 25.0000, 25.0000, 0.0000 , 5.0000 , 5.0000 , 0.0000 , 15.0000, 15.0000, 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
