B_step,B_exx,B_eyy,B_exy,B_rix,B_riy,B_rjx,B_rjy,B_rr_absx,B_rr_absy,B_rr_abs,B_rr_minx,B_rr_miny,B_rr_min,B_rr_fixx,B_rr_fixy,B_rr_fix,B_v1x,B_v1y,B_v2x,B_v2y,B_Lx,B_Ly,B_Dxy,
 73.0000, 0.0000 , 0.7300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.6250, 0.0000 , 21.6250, 21.6250, 2.0000 , 1.6250 , 2.5769 , -4.0000, 11.6250, 12.2939, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 74.0000, 0.0000 , 0.7400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.7500, 0.0000 , 21.7500, 21.7500, 2.0000 , 1.7500 , 2.6575 , -4.0000, 11.7500, 12.4122, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 75.0000, 0.0000 , 0.7500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.8750, 0.0000 , 21.8750, 21.8750, 2.0000 , 1.8750 , 2.7415 , -4.0000, 11.8750, 12.5306, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 76.0000, 0.0000 , 0.7600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.0000, 0.0000 , 22.0000, 22.0000, 2.0000 , 2.0000 , 2.8284 , -4.0000, 12.0000, 12.6491, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 77.0000, 0.0000 , 0.7700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.1250, 0.0000 , 22.1250, 22.1250, 2.0000 , 2.1250 , 2.9182 , -4.0000, 12.1250, 12.7678, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 78.0000, 0.0000 , 0.7800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.2500, 0.0000 , 22.2500, 22.2500, 2.0000 , 2.2500 , 3.0104 , -4.0000, 12.2500, 12.8865, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 79.0000, 0.0000 , 0.7900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.3750, 0.0000 , 22.3750, 22.3750, 2.0000 , 2.3750 , 3.1049 , -4.0000, 12.3750, 13.0054, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 80.0000, 0.0000 , 0.8000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.5000, 0.0000 , 22.5000, 22.5000, 2.0000 , 2.5000 , 3.2016 , -4.0000, 12.5000, 13.1244, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 81.0000, 0.0000 , 0.8100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.6250, 0.0000 , 22.6250, 22.6250, 2.0000 , 2.6250 , 3.3001 , -4.0000, 12.6250, 13.2435, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 82.0000, 0.0000 , 0.8200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.7500, 0.0000 , 22.7500, 22.7500, 2.0000 , 2.7500 , 3.4004 , -4.0000, 12.7500, 13.3627, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 83.0000, 0.0000 , 0.8300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.8750, 0.0000 , 22.8750, 22.8750, 2.0000 , 2.8750 , 3.5022 , -4.0000, 12.8750, 13.4820, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 84.0000, 0.0000 , 0.8400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.0000, 0.0000 , 23.0000, 23.0000, 2.0000 , 3.0000 , 3.6056 , -4.0000, 13.0000, 13.6015, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 85.0000, 0.0000 , 0.8500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.1250, 0.0000 , 23.1250, 23.1250, 2.0000 , 3.1250 , 3.7102 , -4.0000, 13.1250, 13.7210, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 86.0000, 0.0000 , 0.8600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.2500, 0.0000 , 23.2500, 23.2500, 2.0000 , 3.2500 , 3.8161 , -4.0000, 13.2500, 13.8406, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 87.0000, 0.0000 , 0.8700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.3750, 0.0000 , 23.3750, 23.3750, 2.0000 , 3.3750 , 3.9231 , -4.0000, 13.3750, 13.9603, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 88.0000, 0.0000 , 0.8800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.5000, 0.0000 , 23.5000, 23.5000, 2.0000 , 3.5000 , 4.0311 , -4.0000, 13.5000, 14.0801, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 89.0000, 0.0000 , 0.8900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.6250, 0.0000 , 23.6250, 23.6250, 2.0000 , 3.6250 , 4.1401 , -4.0000, 13.6250, 14.2000, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 90.0000, 0.0000 , 0.9000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.7500, 0.0000 , 23.7500, 23.7500, 2.0000 , 3.7500 , 4.2500 , -4.0000, 13.7500, 14.3200, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 91.0000, 0.0000 , 0.9100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.8750, 0.0000 , 23.8750, 23.8750, 2.0000 , 3.8750 , 4.3607 , -4.0000, 13.8750, 14.4401, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 92.0000, 0.0000 , 0.9200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.0000, 0.0000 , 24.0000, 24.0000, 2.0000 , 4.0000 , 4.4721 , -4.0000, 14.0000, 14.5602, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 93.0000, 0.0000 , 0.9300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.1250, 0.0000 , 24.1250, 24.1250, 2.0000 , 4.1250 , 4.5843 , -4.0000, 14.1250, 14.6805, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 94.0000, 0.0000 , 0.9400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.2500, 0.0000 , 24.2500, 24.2500, 2.0000 , 4.2500 , 4.6971 , -4.0000, 14.2500, 14.8008, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 95.0000, 0.0000 , 0.9500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.3750, 0.0000 , 24.3750, 24.3750, 2.0000 , 4.3750 , 4.8105 , -4.0000, 14.3750, 14.9211, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 96.0000, 0.0000 , 0.9600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.5000, 0.0000 , 24.5000, 24.5000, 2.0000 , 4.5000 , 4.9244 , -4.0000, 14.5000, 15.0416, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 97.0000, 0.0000 , 0.9700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.6250, 0.0000 , 24.6250, 24.6250, 2.0000 , 4.6250 , 5.0389 , -4.0000, 14.6250, 15.1621, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 98.0000, 0.0000 , 0.9800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.7500, 0.0000 , 24.7500, 24.7500, 2.0000 , 4.7500 , 5.1539 , -4.0000, 14.7500, 15.2828, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 99.0000, 0.0000 , 0.9900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.8750, 0.0000 , 24.8750, 24.8750, 2.0000 , 4.8750 , 5.2693 , -4.0000, 14.8750, 15.4034, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
 100.0000, 0.0000 , 1.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 25.0000, 0.0000 , 25.0000, 25.0000, 2.0000 , 5.0000 , 5.3852 , -4.0000, 15.0000, 15.5242, 10.0000, 0.0000 , 4.0000 , 10.0000, 10.0000, 10.0000, 4.0000 ,
