D_step,D_exx,D_eyy,D_exy,D_rix,D_riy,D_rjx,D_rjy,D_rr_absx,D_rr_absy,D_rr_abs,D_rr_minx,D_rr_miny,D_rr_min,D_rr_fixx,D_rr_fixy,D_rr_fix,D_v1x,D_v1y,D_v2x,D_v2y,D_Lx,D_Ly,D_Dxy,
 74.0000, 0.0000 , 0.7400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.7500, 0.0000 , 21.7500, 21.7500, 0.0000 , 4.3500 , 4.3500 , 0.0000 , 4.3500 , 4.3500 , 10.0000, 0.0000 , 0.0000 , 17.4000, 10.0000, 17.4000, 0.0000 ,
 75.0000, 0.0000 , 0.7500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 21.8750, 0.0000 , 21.8750, 21.8750, 0.0000 , 4.3750 , 4.3750 , 0.0000 , 4.3750 , 4.3750 , 10.0000, 0.0000 , 0.0000 , 17.5000, 10.0000, 17.5000, 0.0000 ,
 76.0000, 0.0000 , 0.7600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.0000, 0.0000 , 22.0000, 22.0000, 0.0000 , 4.4000 , 4.4000 , 0.0000 , 4.4000 , 4.4000 , 10.0000, 0.0000 , 0.0000 , 17.6000, 10.0000, 17.6000, 0.0000 ,
 77.0000, 0.0000 , 0.7700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.1250, 0.0000 , 22.1250, 22.1250, 0.0000 , 4.4250 , 4.4250 , 0.0000 , 4.4250 , 4.4250 , 10.0000, 0.0000 , 0.0000 , 17.7000, 10.0000, 17.7000, 0.0000 ,
 78.0000, 0.0000 , 0.7800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.2500, 0.0000 , 22.2500, 22.2500, 0.0000 , 4.4500 , 4.4500 , 0.0000 , 4.4500 , 4.4500 , 10.0000, 0.0000 , 0.0000 , 17.8000, 10.0000, 17.8000, 0.0000 ,
 79.0000, 0.0000 , 0.7900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.3750, 0.0000 , 22.3750, 22.3750, 0.0000 , 4.4750 , 4.4750 , 0.0000 , 4.4750 , 4.4750 , 10.0000, 0.0000 , 0.0000 , 17.9000, 10.0000, 17.9000, 0.0000 ,
 80.0000, 0.0000 , 0.8000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.5000, 0.0000 , 22.5000, 22.5000, 0.0000 , 4.5000 , 4.5000 , 0.0000 , 4.5000 , 4.5000 , 10.0000, 0.0000 , 0.0000 , 18.0000, 10.0000, 18.0000, 0.0000 ,
 81.0000, 0.0000 , 0.8100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.6250, 0.0000 , 22.6250, 22.6250, 0.0000 , 4.5250 , 4.5250 , 0.0000 , 4.5250 , 4.5250 , 10.0000, 0.0000 , 0.0000 , 18.1000, 10.0000, 18.1000, 0.0000 ,
 82.0000, 0.0000 , 0.8200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.7500, 0.0000 , 22.7500, 22.7500, 0.0000 , 4.5500 , 4.5500 , 0.0000 , 4.5500 , 4.5500 , 10.0000, 0.0000 , 0.0000 , 18.2000, 10.0000, 18.2000, 0.0000 ,
 83.0000, 0.0000 , 0.8300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 22.8750, 0.0000 , 22.8750, 22.8750, 0.0000 , 4.5750 , 4.5750 , 0.0000 , 4.5750 , 4.5750 , 10.0000, 0.0000 , 0.0000 , 18.3000, 10.0000, 18.3000, 0.0000 ,
 84.0000, 0.0000 , 0.8400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.0000, 0.0000 , 23.0000, 23.0000, 0.0000 , 4.6000 , 4.6000 , 0.0000 , 4.6000 , 4.6000 , 10.0000, 0.0000 , 0.0000 , 18.4000, 10.0000, 18.4000, 0.0000 ,
 85.0000, 0.0000 , 0.8500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.1250, 0.0000 , 23.1250, 23.1250, 0.0000 , 4.6250 , 4.6250 , 0.0000 , 4.6250 , 4.6250 , 10.0000, 0.0000 , 0.0000 , 18.5000, 10.0000, 18.5000, 0.0000 ,
 86.0000, 0.0000 , 0.8600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.2500, 0.0000 , 23.2500, 23.2500, 0.0000 , 4.6500 , 4.6500 , 0.0000 , 4.6500 , 4.6500 , 10.0000, 0.0000 , 0.0000 , 18.6000, 10.0000, 18.6000, 0.0000 ,
 87.0000, 0.0000 , 0.8700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.3750, 0.0000 , 23.3750, 23.3750, 0.0000 , 4.6750 , 4.6750 , 0.0000 , 4.6750 , 4.6750 , 10.0000, 0.0000 , 0.0000 , 18.7000, 10.0000, 18.7000, 0.0000 ,
 88.0000, 0.0000 , 0.8800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.5000, 0.0000 , 23.5000, 23.5000, 0.0000 , 4.7000 , 4.7000 , 0.0000 , 4.7000 , 4.7000 , 10.0000, 0.0000 , 0.0000 , 18.8000, 10.0000, 18.8000, 0.0000 ,
 89.0000, 0.0000 , 0.8900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.6250, 0.0000 , 23.6250, 23.6250, 0.0000 , 4.7250 , 4.7250 , 0.0000 , 4.7250 , 4.7250 , 10.0000, 0.0000 , 0.0000 , 18.9000, 10.0000, 18.9000, 0.0000 ,
 90.0000, 0.0000 , 0.9000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.7500, 0.0000 , 23.7500, 23.7500, 0.0000 , 4.7500 , 4.7500 , 0.0000 , 4.7500 , 4.7500 , 10.0000, 0.0000 , 0.0000 , 19.0000, 10.0000, 19.0000, 0.0000 ,
 91.0000, 0.0000 , 0.9100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 23.8750, 0.0000 , 23.8750, 23.8750, 0.0000 , 4.7750 , 4.7750 , 0.0000 , 4.7750 , 4.7750 , 10.0000, 0.0000 , 0.0000 , 19.1000, 10.0000, 19.1000, 0.0000 ,
 92.0000, 0.0000 , 0.9200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.0000, 0.0000 , 24.0000, 24.0000, 0.0000 , 4.8000 , 4.8000 , 0.0000 , 4.8000 , 4.8000 , 10.0000, 0.0000 , 0.0000 , 19.2000, 10.0000, 19.2000, 0.0000 ,
 93.0000, 0.0000 , 0.9300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.1250, 0.0000 , 24.1250, 24.1250, 0.0000 , 4.8250 , 4.8250 , 0.0000 , 4.8250 , 4.8250 , 10.0000, 0.0000 , 0.0000 , 19.3000, 10.0000, 19.3000, 0.0000 ,
 94.0000, 0.0000 , 0.9400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.2500, 0.0000 , 24.2500, 24.2500, 0.0000 , 4.8500 , 4.8500 , 0.0000 , 4.8500 , 4.8500 , 10.0000, 0.0000 , 0.0000 , 19.4000, 10.0000, 19.4000, 0.0000 ,
 95.0000, 0.0000 , 0.9500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.3750, 0.0000 , 24.3750, 24.3750, 0.0000 , 4.8750 , 4.8750 , 0.0000 , 4.8750 , 4.8750 , 10.0000, 0.0000 , 0.0000 , 19.5000, 10.0000, 19.5000, 0.0000 ,
 96.0000, 0.0000 , 0.9600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.5000, 0.0000 , 24.5000, 24.5000, 0.0000 , 4.9000 , 4.9000 , 0.0000 , 4.9000 , 4.9000 , 10.0000, 0.0000 , 0.0000 , 19.6000, 10.0000, 19.6000, 0.0000 ,
 97.0000, 0.0000 , 0.9700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.6250, 0.0000 , 24.6250, 24.6250, 0.0000 , 4.9250 , 4.9250 , 0.0000 , 4.9250 , 4.9250 , 10.0000, 0.0000 , 0.0000 , 19.7000, 10.0000, 19.7000, 0.0000 ,
 98.0000, 0.0000 , 0.9800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.7500, 0.0000 , 24.7500, 24.7500, 0.0000 , 4.9500 , 4.9500 , 0.0000 , 4.9500 , 4.9500 , 10.0000, 0.0000 , 0.0000 , 19.8000, 10.0000, 19.8000, 0.0000 ,
 99.0000, 0.0000 , 0.9900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 24.8750, 0.0000 , 24.8750, 24.8750, 0.0000 , 4.9750 , 4.9750 , 0.0000 , 4.9750 , 4.9750 , 10.0000, 0.0000 , 0.0000 , 19.9000, 10.0000, 19.9000, 0.0000 ,
 100.0000, 0.0000 , 1.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 25.0000, 0.0000 , 25.0000, 25.0000, 0.0000 , 5.0000 , 5.0000 , 0.0000 , 5.0000 , 5.0000 , 10.0000, 0.0000 , 0.0000 , 20.0000, 10.0000, 20.0000, 0.0000 ,
