C_step,C_exx,C_eyy,C_exy,C_rix,C_riy,C_rjx,C_rjy,C_rr_absx,C_rr_absy,C_rr_abs,C_rr_minx,C_rr_miny,C_rr_min,C_rr_fixx,C_rr_fixy,C_rr_fix,C_v1x,C_v1y,C_v2x,C_v2y,C_Lx,C_Ly,C_Dxy,
 76.0000, 0.0000 , 0.7600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.1000, 5.1000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 17.6000, 10.0000, 17.6000, 0.0000 ,
 77.0000, 0.0000 , 0.7700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.2000, 5.2000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 17.7000, 10.0000, 17.7000, 0.0000 ,
 78.0000, 0.0000 , 0.7800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.3000, 5.3000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 17.8000, 10.0000, 17.8000, 0.0000 ,
 79.0000, 0.0000 , 0.7900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.4000, 5.4000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 17.9000, 10.0000, 17.9000, 0.0000 ,
 80.0000, 0.0000 , 0.8000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.5000, 5.5000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.0000, 10.0000, 18.0000, 0.0000 ,
 81.0000, 0.0000 , 0.8100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.6000, 5.6000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.1000, 10.0000, 18.1000, 0.0000 ,
 82.0000, 0.0000 , 0.8200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.7000, 5.7000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.2000, 10.0000, 18.2000, 0.0000 ,
 83.0000, 0.0000 , 0.8300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.8000, 5.8000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.3000, 10.0000, 18.3000, 0.0000 ,
 84.0000, 0.0000 , 0.8400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -5.9000, 5.9000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.4000, 10.0000, 18.4000, 0.0000 ,
 85.0000, 0.0000 , 0.8500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.0000, 6.0000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.5000, 10.0000, 18.5000, 0.0000 ,
 86.0000, 0.0000 , 0.8600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.1000, 6.1000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.6000, 10.0000, 18.6000, 0.0000 ,
 87.0000, 0.0000 , 0.8700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.2000, 6.2000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.7000, 10.0000, 18.7000, 0.0000 ,
 88.0000, 0.0000 , 0.8800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.3000, 6.3000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.8000, 10.0000, 18.8000, 0.0000 ,
 89.0000, 0.0000 , 0.8900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.4000, 6.4000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 18.9000, 10.0000, 18.9000, 0.0000 ,
 90.0000, 0.0000 , 0.9000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.5000, 6.5000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.0000, 10.0000, 19.0000, 0.0000 ,
 91.0000, 0.0000 , 0.9100 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.6000, 6.6000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.1000, 10.0000, 19.1000, 0.0000 ,
 92.0000, 0.0000 , 0.9200 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.7000, 6.7000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.2000, 10.0000, 19.2000, 0.0000 ,
 93.0000, 0.0000 , 0.9300 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.8000, 6.8000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.3000, 10.0000, 19.3000, 0.0000 ,
 94.0000, 0.0000 , 0.9400 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -6.9000, 6.9000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.4000, 10.0000, 19.4000, 0.0000 ,
 95.0000, 0.0000 , 0.9500 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -7.0000, 7.0000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.5000, 10.0000, 19.5000, 0.0000 ,
 96.0000, 0.0000 , 0.9600 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -7.1000, 7.1000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.6000, 10.0000, 19.6000, 0.0000 ,
 97.0000, 0.0000 , 0.9700 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -7.2000, 7.2000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.7000, 10.0000, 19.7000, 0.0000 ,
 98.0000, 0.0000 , 0.9800 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -7.3000, 7.3000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.8000, 10.0000, 19.8000, 0.0000 ,
 99.0000, 0.0000 , 0.9900 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -7.4000, 7.4000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 19.9000, 10.0000, 19.9000, 0.0000 ,
 100.0000, 0.0000 , 1.0000 , 0.0000 , 0.0000 , 0.0000 , 0.0000 , 12.5000, 0.0000 , 12.5000, 12.5000, 0.0000 , -7.5000, 7.5000 , 0.0000 , 2.5000 , 2.5000 , 10.0000, 0.0000 , 0.0000 , 20.0000, 10.0000, 20.0000, 0.0000 ,
