F_step,F_exx,F_eyy,F_exy,F_rix,F_riy,F_rjx,F_rjy,F_rr_absx,F_rr_absy,F_rr_abs,F_rr_minx,F_rr_miny,F_rr_min,F_rr_fixx,F_rr_fixy,F_rr_fix,F_v1x,F_v1y,F_v2x,F_v2y,F_Lx,F_Ly,F_Dxy,
 73.0000, 0.0000 , 0.0000 , 0.7300 , 0.0000 , 0.0000 , 9.1250 , 12.5000, 9.1250 , 12.5000, 15.4763, 1.8250 , 2.5000 , 3.0953 , 1.8250 , 2.5000 , 3.0953 , 10.0000, 0.0000 , -2.7000, 10.0000, 10.0000, 10.0000, -2.7000,
 74.0000, 0.0000 , 0.0000 , 0.7400 , 0.0000 , 0.0000 , 9.2500 , 12.5000, 9.2500 , 12.5000, 15.5503, 1.8500 , 2.5000 , 3.1101 , 1.8500 , 2.5000 , 3.1101 , 10.0000, 0.0000 , -2.6000, 10.0000, 10.0000, 10.0000, -2.6000,
 75.0000, 0.0000 , 0.0000 , 0.7500 , 0.0000 , 0.0000 , 9.3750 , 12.5000, 9.3750 , 12.5000, 15.6250, 1.8750 , 2.5000 , 3.1250 , 1.8750 , 2.5000 , 3.1250 , 10.0000, 0.0000 , -2.5000, 10.0000, 10.0000, 10.0000, -2.5000,
 76.0000, 0.0000 , 0.0000 , 0.7600 , 0.0000 , 0.0000 , 9.5000 , 12.5000, 9.5000 , 12.5000, 15.7003, 1.9000 , 2.5000 , 3.1401 , 1.9000 , 2.5000 , 3.1401 , 10.0000, 0.0000 , -2.4000, 10.0000, 10.0000, 10.0000, -2.4000,
 77.0000, 0.0000 , 0.0000 , 0.7700 , 0.0000 , 0.0000 , 9.6250 , 12.5000, 9.6250 , 12.5000, 15.7763, 1.9250 , 2.5000 , 3.1553 , 1.9250 , 2.5000 , 3.1553 , 10.0000, 0.0000 , -2.3000, 10.0000, 10.0000, 10.0000, -2.3000,
 78.0000, 0.0000 , 0.0000 , 0.7800 , 0.0000 , 0.0000 , 9.7500 , 12.5000, 9.7500 , 12.5000, 15.8528, 1.9500 , 2.5000 , 3.1706 , 1.9500 , 2.5000 , 3.1706 , 10.0000, 0.0000 , -2.2000, 10.0000, 10.0000, 10.0000, -2.2000,
 79.0000, 0.0000 , 0.0000 , 0.7900 , 0.0000 , 0.0000 , 9.8750 , 12.5000, 9.8750 , 12.5000, 15.9300, 1.9750 , 2.5000 , 3.1860 , 1.9750 , 2.5000 , 3.1860 , 10.0000, 0.0000 , -2.1000, 10.0000, 10.0000, 10.0000, -2.1000,
 80.0000, 0.0000 , 0.0000 , 0.8000 , 0.0000 , 0.0000 , 10.0000, 12.5000, 10.0000, 12.5000, 16.0078, 2.0000 , 2.5000 , 3.2016 , 2.0000 , 2.5000 , 3.2016 , 10.0000, 0.0000 , -2.0000, 10.0000, 10.0000, 10.0000, -2.0000,
 81.0000, 0.0000 , 0.0000 , 0.8100 , 0.0000 , 0.0000 , 10.1250, 12.5000, 10.1250, 12.5000, 16.0862, 2.0250 , 2.5000 , 3.2172 , 2.0250 , 2.5000 , 3.2172 , 10.0000, 0.0000 , -1.9000, 10.0000, 10.0000, 10.0000, -1.9000,
 82.0000, 0.0000 , 0.0000 , 0.8200 , 0.0000 , 0.0000 , 10.2500, 12.5000, 10.2500, 12.5000, 16.1652, 2.0500 , 2.5000 , 3.2330 , 2.0500 , 2.5000 , 3.2330 , 10.0000, 0.0000 , -1.8000, 10.0000, 10.0000, 10.0000, -1.8000,
 83.0000, 0.0000 , 0.0000 , 0.8300 , 0.0000 , 0.0000 , 10.3750, 12.5000, 10.3750, 12.5000, 16.2447, 2.0750 , 2.5000 , 3.2489 , 2.0750 , 2.5000 , 3.2489 , 10.0000, 0.0000 , -1.7000, 10.0000, 10.0000, 10.0000, -1.7000,
 84.0000, 0.0000 , 0.0000 , 0.8400 , 0.0000 , 0.0000 , 10.5000, 12.5000, 10.5000, 12.5000, 16.3248, 2.1000 , 2.5000 , 3.2650 , 2.1000 , 2.5000 , 3.2650 , 10.0000, 0.0000 , -1.6000, 10.0000, 10.0000, 10.0000, -1.6000,
 85.0000, 0.0000 , 0.0000 , 0.8500 , 0.0000 , 0.0000 , 10.6250, 12.5000, 10.6250, 12.5000, 16.4055, 2.1250 , 2.5000 , 3.2811 , 2.1250 , 2.5000 , 3.2811 , 10.0000, 0.0000 , -1.5000, 10.0000, 10.0000, 10.0000, -1.5000,
 86.0000, 0.0000 , 0.0000 , 0.8600 , 0.0000 , 0.0000 , 10.7500, 12.5000, 10.7500, 12.5000, 16.4867, 2.1500 , 2.5000 , 3.2973 , 2.1500 , 2.5000 , 3.2973 , 10.0000, 0.0000 , -1.4000, 10.0000, 10.0000, 10.0000, -1.4000,
 87.0000, 0.0000 , 0.0000 , 0.8700 , 0.0000 , 0.0000 , 10.8750, 12.5000, 10.8750, 12.5000, 16.5685, 2.1750 , 2.5000 , 3.3137 , 2.1750 , 2.5000 , 3.3137 , 10.0000, 0.0000 , -1.3000, 10.0000, 10.0000, 10.0000, -1.3000,
 88.0000, 0.0000 , 0.0000 , 0.8800 , 0.0000 , 0.0000 , 11.0000, 12.5000, 11.0000, 12.5000, 16.6508, 2.2000 , 2.5000 , 3.3302 , 2.2000 , 2.5000 , 3.3302 , 10.0000, 0.0000 , -1.2000, 10.0000, 10.0000, 10.0000, -1.2000,
 89.0000, 0.0000 , 0.0000 , 0.8900 , 0.0000 , 0.0000 , 11.1250, 12.5000, 11.1250, 12.5000, 16.7337, 2.2250 , 2.5000 , 3.3467 , 2.2250 , 2.5000 , 3.3467 , 10.0000, 0.0000 , -1.1000, 10.0000, 10.0000, 10.0000, -1.1000,
 90.0000, 0.0000 , 0.0000 , 0.9000 , 0.0000 , 0.0000 , 11.2500, 12.5000, 11.2500, 12.5000, 16.8170, 2.2500 , 2.5000 , 3.3634 , 2.2500 , 2.5000 , 3.3634 , 10.0000, 0.0000 , -1.0000, 10.0000, 10.0000, 10.0000, -1.0000,
 91.0000, 0.0000 , 0.0000 , 0.9100 , 0.0000 , 0.0000 , 11.3750, 12.5000, 11.3750, 12.5000, 16.9009, 2.2750 , 2.5000 , 3.3802 , 2.2750 , 2.5000 , 3.3802 , 10.0000, 0.0000 , -0.9000, 10.0000, 10.0000, 10.0000, -0.9000,
 92.0000, 0.0000 , 0.0000 , 0.9200 , 0.0000 , 0.0000 , 11.5000, 12.5000, 11.5000, 12.5000, 16.9853, 2.3000 , 2.5000 , 3.3971 , 2.3000 , 2.5000 , 3.3971 , 10.0000, 0.0000 , -0.8000, 10.0000, 10.0000, 10.0000, -0.8000,
 93.0000, 0.0000 , 0.0000 , 0.9300 , 0.0000 , 0.0000 , 11.6250, 12.5000, 11.6250, 12.5000, 17.0702, 2.3250 , 2.5000 , 3.4140 , 2.3250 , 2.5000 , 3.4140 , 10.0000, 0.0000 , -0.7000, 10.0000, 10.0000, 10.0000, -0.7000,
 94.0000, 0.0000 , 0.0000 , 0.9400 , 0.0000 , 0.0000 , 11.7500, 12.5000, 11.7500, 12.5000, 17.1555, 2.3500 , 2.5000 , 3.4311 , 2.3500 , 2.5000 , 3.4311 , 10.0000, 0.0000 , -0.6000, 10.0000, 10.0000, 10.0000, -0.6000,
 95.0000, 0.0000 , 0.0000 , 0.9500 , 0.0000 , 0.0000 , 11.8750, 12.5000, 11.8750, 12.5000, 17.2414, 2.3750 , 2.5000 , 3.4483 , 2.3750 , 2.5000 , 3.4483 , 10.0000, 0.0000 , -0.5000, 10.0000, 10.0000, 10.0000, -0.5000,
 96.0000, 0.0000 , 0.0000 , 0.9600 , 0.0000 , 0.0000 , 12.0000, 12.5000, 12.0000, 12.5000, 17.3277, 2.4000 , 2.5000 , 3.4655 , 2.4000 , 2.5000 , 3.4655 , 10.0000, 0.0000 , -0.4000, 10.0000, 10.0000, 10.0000, -0.4000,
 97.0000, 0.0000 , 0.0000 , 0.9700 , 0.0000 , 0.0000 , 12.1250, 12.5000, 12.1250, 12.5000, 17.4145, 2.4250 , 2.5000 , 3.4829 , 2.4250 , 2.5000 , 3.4829 , 10.0000, 0.0000 , -0.3000, 10.0000, 10.0000, 10.0000, -0.3000,
 98.0000, 0.0000 , 0.0000 , 0.9800 , 0.0000 , 0.0000 , 12.2500, 12.5000, 12.2500, 12.5000, 17.5018, 2.4500 , 2.5000 , 3.5004 , 2.4500 , 2.5000 , 3.5004 , 10.0000, 0.0000 , -0.2000, 10.0000, 10.0000, 10.0000, -0.2000,
 99.0000, 0.0000 , 0.0000 , 0.9900 , 0.0000 , 0.0000 , 12.3750, 12.5000, 12.3750, 12.5000, 17.5895, 2.4750 , 2.5000 , 3.5179 , 2.4750 , 2.5000 , 3.5179 , 10.0000, 0.0000 , -0.1000, 10.0000, 10.0000, 10.0000, -0.1000,
 100.0000, 0.0000 , 0.0000 , 1.0000 , 0.0000 , 0.0000 , 12.5000, 12.5000, 12.5000, 12.5000, 17.6777, 2.5000 , 2.5000 , 3.5355 , 2.5000 , 2.5000 , 3.5355 , 10.0000, 0.0000 , 0.0000 , 10.0000, 10.0000, 10.0000, 0.0000 ,
